Cód.Prod;Descripción;Descripcion Sabor
9626;ALIM LIQ A BASE DE ALMEN SILK BAR 1L;
9627;ALIM LIQ A BASE DE ALMEND VIT SILK 1L;
9628;PROD VEGET LIQ A BASE DE COCO SILK 1L;COCO SIN AZUCAR
9628;PROD VEGET LIQ A BASE DE COCO SILK 1L;COCO
9629;PROD VEGET LIQ A BASE DE ALM SILK 1L;NATURAL                                 
9629;PROD VEGET LIQ A BASE DE ALM SILK 1L;NATURAL ENDULZADO
9630;PROD VEGET LIQ A BASE DE ALM SILK FS 1L;VAINILLA                                
9631;ALIM LIQ A BASE DE ALMENDRAS SILK 1L;CHOCOLATE                               
9640;PROD VEG LIQ A BASE DE ALM SILK FS 1L;VAINILLA                                
9641;ALIM LIQ A BASE DE ALMENDRAS SILK 1L;CHOCOLATE                               
9642;ALIM.LIQUIDO A BASE DE COCO SILK 946ML;
9643;ALIM LIQUIDO A BASE DE AVENA SILK 946ML;
9644;ALIM LIQUIDO A BASE DE SOJA S/AZ SILK 946ML;
9645;ALIM LIQUIDO A BASE DE ALMENDRAS SILK 1L;
9646;QUESO SILK CASTAÑA DE CAJU 200 GR;
9647;QUESO SILK CASTAÑA DE CAJU 200 GR CIBOU;
9648;ALIM LIQ A BASE DE ALMENDRAS SILK 1L;
9649;ALIM LIQ A BASE DE ALMENDRAS SILK FS 1L;
9650;YOGURISIMO BOTELLON 900GR;
9651;ALIM LIQ A BASE DE COCO SILK VIT 1L;
9652;ALIM LIQUIDO A BASE DE ALMENDRAS SILK 946ML;
9653;SILK 946 ML NUEVO PALLET;
9654;ALIM LIQUIDO A BASE DE ALMENDRAS SILK 190ML;
9655;YOGURISIMO CREMIX SABORIZADO 120GR;
9656;YOGURISIMO TETRABRIK 1KG;
9657;YOGURISIMO CREMIX SABORIZADO 120GR;
9658;YOGURISIMO CREMIX 120GR MICKEY;
9659;YOGURISIMO CREMIX 95GR;
9660;YOGURISIMO BATIDO DESC 120GR;
9661;YOGURISIMO CREMIX 95GR;
9662;PROD VEG LIQ A BASE DE COCO SILK 1L;COCO SIN AZUCAR
9662;PROD VEG LIQ A BASE DE COCO SILK 1L;COCO
9663;ALIM LIQ A BASE DE COCO SILK VIT 1L;
9664;YOGURISIMO GO BOT 190GR VIT B3;
9665;PROD VEG LIQ A BASE DE ALM E ND SILK 1L;NATURAL                                 
9665;PROD VEG LIQ A BASE DE ALM E ND SILK 1L;NATURAL ENDULZADO
9666;YOGURISIMO TETRABRIK 1KG;
9667;YOGURISIMO TETRABRIK 1KG B9 ZINC;
9669;YOGURISIMO CREMIX URUGUAY 120GR;
9685;YOGURISIMO FORTI C/CEREALES Y COLCHON 161G;
9686;YOGURISIMO CREMIX 120 GR B9 ZINC;
9690;QUESO LS ESTILO CAMPO FRACC 500GR;
9700;YOPRO SHAKE 250 ML;
9701;YOPRO POTE 200 GR;
9703;FLAN SER PACK 380GR;
9710;POSTRES GARCIA 100GR;
9711;YOGUR ENTERO GARCIA 95GR;
9721;CREMA LS UAT FORT.VITAMINAS TTOP 200CC;
9732;QUESO LS FINLANDIA PROCESADO POTE 290GR;
9761;BEBIDA LACTEA LS BEBIBLE ULT.SACH900ML;
9797;QUESO LS RALLADO BOLSA 150G;
9800;MOZZARELLA LS SIN LACTOSA BOLSA 220GR;
9820;YOGUR BEBIBLE FORT CALCI+ BOT 185G;
9823;YOGURISIMO CREMIX FORTIFICADO PACK 6X5 720GR;
9825;ACTIVIA SACHET 1000GR;
9826;ACTIVIA SACHET DESLAC 1000 GR;
9827;ALIM LACTEO DANONINO BEB. FORT PACK400GR;
9833;YOGUR SER DELICIOSO PACK 240GR;
9863;LECHE LA MARTONA ULTRA P.DESC 2% SAC 1L SIN CARGO;
9880;LECHE LS ULTRA P.DESC SACHET 1L SIN CARGO;
9893;POSTRE SER PACK 400GR;
9901;YOGUR CALCI+ PACK 240GR;
9902;YOGUR CALCI+ POTE 120GR;
9903;YOGUR CALCI+ PACK 480 GR;
9904;LECHE LSC CHOCOLATADA BRIK 200CM3;
9905;LECHE CHOCOLATADA LSC 1L;
9906;LECHE LSC CHOCOL 200CM3;CHOCOLATE                               
9907;LECHE LS CLAS CHOCOLATADA 1L;CHOCOLATE                               
9908;YOGURISIMO FIRME 2X250GR;
9923;YOGUR SER TETRA BRICK 1LITRO;
9924;YOGURISIMO TETRA BRIK 1LITRO;
9925;YOGURISIMO BIG SIZE CREMIX 960GR;
9926;YOGUR SER TETRA BRIK 1L;
9927;YOGUR SER BIG SIZE CREMIX 960GR;
9944;YOGUR SER C/CEREALES TROPICAL 160GR;
9945;SER TROPICAL 155 GR;
9948;LECHE LS ULTRA ENT CLASICA 3% SACHET 1L;
9955;YOGUR SER C/CEREALES BERRIES 160GR;
9956;SER CRUNCH BERRIES 155GR;
9957;YOGURISIMO CREMIX FORTIFICADO PACK 480GR;
9966;SER TOTAL 158 GR;
9971;YOGUR SER C/CEREALES CHOCOLATE 164GR;
9973;YOGUR SER FORT DESC SACHET 900GR;
9984;YOGURISIMO CREMIX FORTIFICADO PACK 6X5 720GR;
9991;LECHE CINDOR VIT B9 1LT;
9992;LECHE CINDOR VIT B9 B3 1LT;
9993;YOGUR SER C/CEREAL 181GR;
9994;ALIM LAC DANONINO HELADO PACK 161 GR;
9996;YOGUR SER C/CEREAL POTE 166GR;
